"RecID";"FullName";"GD";"CalculatedDate";"BirthDate";"Description";"Mobile";"Landline";"Email";"dpadirectmailingoptoutcode";"dpaemailoptoutcode";"dpatelephonecommunicationoptoutcode";"titleCode";"SourceName";"SourceLayerName";"tmp_RuleConditionMet";"tmp_PreviousRuleConditionMet";"tmp_PreviousRuleCodeLA";"tmp_RuleCodeLA";"DQM_Score";"DQM_GlobalRecordID";"DQM_RecordID";"DQM_RecordScore";"DQM_RecordExplanation";"DQM_RuleCodesApplied";"DQM_RuleCodesAppliedLA";"DQM_RuleCodesAppliedLAGuid";"DQM_RuleCodesAppliedMappings";"DQM_RuleCodesAppliedForFilter";"DQM_RuleCodesAppliedLAForFilter";"DQM_RuleCodesAppliedLAFiltered";"DQM_RuleCodesFailed";"DQM_RuleCodesFailedLA";"Ex_BeginAggregation"
96;"Mr. Redler Ezequiel";"Mail";"2003-12-06";"2003-12-06";;;"44-755-554-8023";;;;;;"CRM";"CustomerTable";;;;"2.Mobile";;"CRM:CustomerTable:96";"96";15;"INVALID_GENDER_VALUE(GD) COLUMN_NOT_POPULATED(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"11175039-68cd-4120-af3d-bf17b4b243bb ab8b2097-3b08-48cd-b730-11c410761624 ceb518e5-6e8a-4340-a5fc-31e622f9ff87 f60da143-6d08-4405-8427-99f77480027d";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD";"4 1";"4.GD 1.Mobile";
97;"Idiart Renaldo";"Mal";"2001-04-14";"2001-04-15";;;"44-795-552-3701";;;;;;"CRM";"CustomerTable";;;;"2.Mobile";;"CRM:CustomerTable:97";"97";15;"INVALID_GENDER_VALUE(GD) COLUMN_NOT_POPULATED(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"fc135975-8f54-4b94-831a-583e2016b1a7 e942696a-e490-46f8-86fb-8f3bafe1bf5e a272098e-c014-4135-b245-eadb9379f960 43352a28-e497-4213-841f-963160d82630";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD";"4 1";"4.GD 1.Mobile";
1;"Dr. John Smith";"M";"12/16/1978";"1978-16-12";"SMID:123456";"447700-900696 , +447801211963";"44-775-556-1811 44-725-552-7511";"dr.john.smith@gmail.c";"3";"4";"4";;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:1";"1";3;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"678a3a2a-3113-4ac8-a87c-0707322d6149 c9ab5525-554d-482c-ba61-356a137a5d35 ea74ba2e-0136-426f-a304-6e88a22b4be3 05945804-fc8c-41cd-aa22-5a7d38d025d9";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
2;"Smith W. John";"M";"16.12.1978";"16.12.1978";;"447700 900696 , +447a01211963";"44-765-550-9806";"jane.watson@gmail.com";"4";"3";"3";"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:2";"2";12;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"f652156c-a830-4c82-8aa0-f76f1612bb97 39bd0e3f-246d-4cf8-9bd7-2024c17fb0ae a419a8bb-7bb1-4b79-9045-97cc17cd3775 5c47aaae-c2ee-4ff8-abc7-ca220351b487";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
9;"Watson Jane CPA";"F";"5.1.1982";"5.1.1982";"SMID:123456";"+447801211963";"44-745-550-6336 ,44-765-559-4923";"dr.john.smith@gmail.c";"4";"3";"2";"Z050";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:9";"9";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"ac00cbf9-5dd5-44ec-a2e3-5eb85e2342ad 81020d80-8ccb-4214-8786-b5edc2c7c4a8 1527b675-c6f8-4879-ba81-1d7af4475cf1 80ef0c05-cab0-48a3-87ed-467b52ae564f";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
10;"Jane Smith";"F";"5.1.1982";"5.1.1982";;"447700 900696 , +447a01211963";"44-725-552-7511";"jane.watson@gmail.com";"1";"4";"1";"Z051";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:10";"10";12;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"287bd762-79da-4686-a900-98163cd7b968 0616df17-589b-43d6-9563-40d7f7e6a3c5 d9d51c7c-e61a-4214-950c-ab086321e5cf ac31b5ce-d1ad-4ee1-bb7d-139361e10b8b";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
11;"J. Smith";"F";;"791216";"SMID:123456";"+447801211963";"44-785-557-6458";"jane.watson@gmail.com";"1";"4";"3";"Z021";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:11";"11";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"371b4f12-e3a4-47ab-9299-76428360bc47 e278fe54-b8d0-4926-b0d1-0581f7a3bd2b ab66081f-07b7-47c0-abe2-f0ff03d5e7f7 c68e02a8-55ce-4821-8434-aad4b1554254";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
12;"Janette Smith";"F";"B. 1982-01-05";"791216";;"44 7700 900552 44 7700 900489";"44-765-550-5516, 44-715-559-2709";"john.smith@.com";"1";"3";"3";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:12";"12";23;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"46b1c7e3-d39d-4be1-a505-957a4f5ccce0 6b28e7a7-f9ac-41a5-a719-f9f29c13ef2a a55f481e-b5f7-4722-af20-71f83f6a49b0 cf6b6d40-7984-4c43-8706-fca22bf1b6ab";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
13;"Karen Wolf";"F";"1960-07-15";"1960-07-16";"SMID:123456";"+447801211963";"44-765-551-8257";"john.smith@gmail.com";"2";"3";"4";"Z046";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:13";"13";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"eaafd5b1-aca6-4f34-9659-7d87c8953103 09addd0f-0973-4f66-8e6e-eff2dbdf1d87 9e098940-1afb-41ab-917b-f8fd5b93317c 420c7146-eede-4106-ad6a-0c53ac0be75e";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
15;"Smith Denisse";"Femail";"1959-09-05";"1959-09-06";"SMID:123456";"+447801211963";"44-745-555-4565";"john.will.smith@gmail.com";"1";"4";"4";"Z050";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:15";"15";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"e92bdd25-d35f-4420-bf42-4c999f677442 5f7a8c4d-22f0-470a-8382-a9d7204da4ae 09e708b2-1066-4e87-bb65-6c951f97ffa9 e42f4681-9782-4e82-9133-6ceb132a52c3";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
16;"Adam Whitman RPA";"M";"1989-05-02";"1989-05-03";"07801211963";"+447a01211963";"44-715-555-8033, 44-715-559-2709";"smith.john@gmail.com";"4";"4";"2";"Z051";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:16";"16";6;"INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"543da405-de8f-4c99-9bac-496b1659fa3e 2e9713e5-33ef-4760-8d8e-152aa754428f 131a8fe3-d112-45a6-9d94-f71d5bc8c964 54e04708-8950-4e70-bed8-c4ad4bc089ce";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
17;"A. Whitman";"M";"1956-05-16";"1956-05-17";"07801211963";"447700 900696 , +447a01211963";"44-775-557-8176";;"4";"2";"1";"Z021";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:17";"17";12;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"8e414ef4-8840-48da-ba3e-48b191d76d8f 28055935-395c-4fbe-a896-ea9dce3f8f10 7bf6bb5b-5f03-42f4-abb5-5472292bfb11 9b489e72-6d86-446c-b1f3-5c6f4dce1717";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
18;"Dirkse Jazmine";"f";"1963-03-13";"1963-03-14";;"44 7700 900005 44 7700 900489";"44-735-550-6232";;"2";"4";"1";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:18";"18";23;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"dd831ac8-375e-4fff-a9b3-93ee13c4d418 a9a1999d-79c3-4f5c-b159-d7eb0243cba9 07040351-6339-47a3-9d9e-53a37147d116 7eceaddd-6ce9-4f18-8ed6-39cadd0fc536";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
19;"Caspers Belia";"Femail";"1999-06-13";"1999-06-14";;"+447801211963";"44-735-557-9232";;"3";"2";"1";;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:19";"19";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"d12d4678-e143-4b7d-98f9-58b577ea8ed1 242bea48-299d-4fc9-81bd-3a3febd7864e a65b3ffa-c354-4c8f-9882-ea6e9eb75d99 8d442be5-a799-4a8c-a4aa-0a5039fb991d";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
21;"Mestrovich Jolanda";"phemail";"1984-05-21";"1984-05-22";;"+447801211963";"44-755-555-6533";"dr.john.smith@gmail.c";"3";"4";"4";;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:21";"21";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"0525264c-0676-4883-83ec-9af0a14e1217 a5f871cb-b2ea-4718-b641-9a5c1b8c2456 7b6609d0-e672-4446-84bb-efae179a5919 59aadebd-a1cd-496c-9e14-c895020b2ed8";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
22;"Bail Gustavo DDS";"F";"1973-04-01";"1973-04-02";"07801211963";"44 7700 900188";"44-795-551-5726 ,44-765-559-4923";"jane.watson@gmail.com";"4";"3";"3";"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:22";"22";14;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"1280a7a2-ff4f-4ecb-ac14-f9334c257270 307ad78e-eac8-459a-9ffc-62567254ea3e 7d583b97-0632-425d-b1c4-c4eff45d2dec 387e1fb6-5345-49ff-afef-3b29ead8501d";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
23;"Shinabery Tamie";"femle";"1947-09-23";"1947-09-24";;"447700 900696 , +447a01211963";"44-715-554-8750";"jane.watson@gmail.com";"4";"4";"3";"Z049";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:23";"23";17;"INVALID_GENDER_VALUE(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"e3826f74-fa67-4c91-91f8-07da7853a371 a1ad9b84-97be-4c05-9cc1-1ae08d1b2385 eba67adb-beee-466b-a4cb-96aa7b467869 66beaf18-978a-4cb2-886c-9eada5d9f9e2";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
24;"Harmeyer Karen";"F";"1957-07-20";"1957-07-21";"SMID:123456";"44 7700 900990 44 7700 900489";"44-755-550-3803";"john.smith@.com";;;"4";"Z050";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:24";"24";23;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"a135775a-fd3f-4ca6-9ad5-5965fe9459cc 27541791-3323-4563-b5c5-696495fbf8ed 48c738d3-2acc-46fe-be8d-462b887b6125 3419c9cc-4965-4f00-90d2-477439c61afe";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
25;"Maldanado Madge";"femal";"1943-05-17";"1943-05-18";;"+447801211963";"44-735-555-8434, 44-715-559-2709";"john.smith@gmail.com";"2";"1";"2";"Z051";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:25";"25";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"4dc6f255-e7fb-40ee-9c4f-ae3f267d758a 0a4be3f7-234d-4656-b69d-d66eaef67de0 b00bd09b-6e23-4d0e-b1c0-26b6dc2e1907 c8b9fe81-d255-43d5-b7da-5c713a725fbd";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
27;"Overland Spring";"Male";"1944-08-05";"1944-08-06";;"+447801211963";"44-765-559-4923";"john.will.smith@gmail.com";"4";"4";"1";;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:27";"27";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"48dad31d-b31e-4981-b3a4-8d308196e393 d2a6c35f-4cc6-4bce-84ea-06b780a27ff7 f8a36614-e8fa-4059-b2ae-ba64e572588a 1ff11d1a-87c1-4266-88ba-97a34fb1f1d4";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
30;"Choulnard Mollie";"fmale";"2001.07.01";"2001.07.01";"07801211963";"447700 900696 , +447a01211963";"44-765-555-4762";"dr.john.smith@gmail.c";"1";"4";"1";"Z050";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:30";"30";17;"INVALID_GENDER_VALUE(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"cf2e20a3-e28b-4ad8-823b-151ac82d5655 ce3cd58d-b0bd-4c01-87d3-6e51d5c2cc73 c50db90c-d62c-4589-b49e-5c0867947835 0e362c12-0c18-4fbf-94fb-e3c0b0df6720";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
31;"Sarmiento Olene";"mle";"1997-12-03";"1997-12-04";"SMID:123456";"+447a01211963";"44-715-558-1321";"jane.watson@gmail.com";"1";"4";"3";"Z051";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:31";"31";11;"INVALID_GENDER_VALUE(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"4b5f2c9f-4c70-4c0e-9b17-7b9113d8a3b8 5c100873-80d3-46ca-a5a0-510d487a3745 c43be251-f83d-44fe-9196-561b0cbb444e c8f0421d-8269-4b78-a9d9-8d671c49274d";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
32;"Elizbeth Kazmer R.Ph";"FEMALE";"1981-01-12";"1981-01-13";;"447700 900696 , +447a01211963";"44-775-556-2673";"jane.watson@gmail.com";"1";"3";"3";"Z021";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:32";"32";17;"INVALID_GENDER_VALUE(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"9129296f-4e65-4308-978f-bfc4dfccce03 3c747c3d-f275-4b11-b7ad-114c21c4d763 736cfb83-c2ed-4c13-8bc6-91b27cda9f74 785455aa-58ee-4d3a-bfcb-0b66c82f3aa5";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
5;"Mr. John Smith";;"16.11.1978";"16.11.1978";;"44 7700 900301,44 7700 900059";"44-745-553-6370";"john.smith@gmail.com";"2";"1";"2";"Z051";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:5";"5";33;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"82b8b32f-281f-42d8-b9db-4169acf9274f f56e02c4-fad1-46f9-bd56-6e625c442c89 fc43b330-f15b-44f7-a3f2-53f01671ea91 acd3ff16-6dab-47c7-ae55-66a5e420c1f9";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
7;"John Smiht Mr";;"16.11.1978";"B. 1982-01-05";;"+447801211963";"44-735-556-4452, 44-715-559-2709";"john.will.smith@gmail.com";"4";"4";"1";"Z046";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:7";"7";10;"COLUMN_NOT_POPULATED(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"eb8b9597-62b3-478a-9d52-76d4ba5d90c9 8e4f2d8f-b4f4-4fe1-925f-fa32890ae256 e36ca94f-fcd0-4115-91ad-dbac150351af 4aeb71a4-369e-4247-8f51-9c52cbbe7931";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1";"1.GD";
8;"Ms. Jane Watson";;"5.1.1982";"5.1.1982";;"44 7700 900489 44 7700 900489";"44-795-554-2353";"smith.john@gmail.com";;"4";;"Z049";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:8";"8";33;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"94aea61f-2726-469d-8173-884050f3e9a0 50c10cb6-dc1f-4fe0-b0d1-878a311ae100 f0fc7f24-8670-41ec-a005-8d2fd5406862 24713243-97dc-4f72-9cbc-16b4b1228438";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
